Date,TempC
7/3/2025 5:30,16.141
7/3/2025 5:45,15.569
7/3/2025 6:00,15.282
7/3/2025 6:15,15.664
7/3/2025 6:30,16.903
7/3/2025 6:45,16.237
7/3/2025 7:00,16.999
7/3/2025 7:15,20.138
7/3/2025 7:30,20.901
7/3/2025 7:45,18.996
7/3/2025 8:00,17.855
7/3/2025 8:15,18.996
7/3/2025 8:30,18.045
7/3/2025 8:45,21.76
7/3/2025 9:00,19.187
7/3/2025 9:15,21.855
7/3/2025 9:30,21.76
7/3/2025 9:45,20.71
7/3/2025 10:00,20.996
7/3/2025 10:15,20.519
7/3/2025 10:30,20.329
7/3/2025 10:45,20.519
7/3/2025 11:00,22.621
7/3/2025 11:15,23.677
7/3/2025 11:30,23.773
7/3/2025 11:45,25.125
7/3/2025 12:00,23.196
7/3/2025 12:15,25.61
7/3/2025 12:30,25.805
7/3/2025 12:45,25.708
7/3/2025 13:00,25.805
7/3/2025 13:15,26.488
7/3/2025 13:30,26.781
7/3/2025 13:45,26.39
7/3/2025 14:00,26.488
7/3/2025 14:15,27.173
7/3/2025 14:30,24.255
7/3/2025 14:45,25.708
7/3/2025 15:00,22.908
7/3/2025 15:15,26.488
7/3/2025 15:30,24.351
7/3/2025 15:45,26.292
7/3/2025 16:00,22.908
7/3/2025 16:15,21.569
7/3/2025 16:30,20.519
7/3/2025 16:45,20.138
7/3/2025 17:00,19.948
7/3/2025 17:15,20.043
7/3/2025 17:30,20.71
7/3/2025 17:45,20.138
7/3/2025 18:00,20.329
7/3/2025 18:15,16.903
7/3/2025 18:30,17.95
7/3/2025 18:45,17.95
7/3/2025 19:00,19.472
7/3/2025 19:15,18.711
7/3/2025 19:30,18.045
7/3/2025 19:45,19.948
7/3/2025 20:00,18.616
7/3/2025 20:15,17.475
7/3/2025 20:30,17.475
7/3/2025 20:45,17.475
7/3/2025 21:00,17.76
7/3/2025 21:15,16.713
7/3/2025 21:30,15.76
7/3/2025 21:45,15.473
7/3/2025 22:00,15.282
7/3/2025 22:15,15.091
7/3/2025 22:30,15.091
7/3/2025 22:45,14.996
7/3/2025 23:00,14.804
7/3/2025 23:15,14.804
7/3/2025 23:30,14.709
7/3/2025 23:45,14.613
7/4/2025 0:00,14.421
7/4/2025 0:15,14.421
7/4/2025 0:30,14.325
7/4/2025 0:45,14.134
7/4/2025 1:00,14.134
7/4/2025 1:15,13.942
7/4/2025 1:30,13.942
7/4/2025 1:45,13.75
7/4/2025 2:00,13.75
7/4/2025 2:15,13.75
7/4/2025 2:30,13.558
7/4/2025 2:45,13.461
